"year","zone","indicator","measure","value"
"2009","S01001968","With Single Adult Discounts","Ratio",49
"2010","S01001968","With Single Adult Discounts","Ratio",48
"2011","S01001968","With Single Adult Discounts","Ratio",47
"2008","S01001968","With Single Adult Discounts","Ratio",49
"2011","S01001968","Which Are Vacant","Ratio",1
"2009","S01001968","Which Are Vacant","Ratio",1
"2008","S01001968","Which Are Vacant","Ratio",3
"2012","S01001968","Which Are Vacant","Ratio",2
"2013","S01001968","Which Are Vacant","Ratio",3
"2014","S01001968","Which Are Vacant","Ratio",4
"2007","S01001968","Which Are Vacant","Ratio",3
"2010","S01001968","Which Are Vacant","Ratio",2
"2011","S01001969","With 'Occupied Exemptions'","Count",18
"2013","S01001969","With 'Occupied Exemptions'","Count",23
"2010","S01001969","With Single Adult Discounts","Count",133
"2007","S01001969","With 'Occupied Exemptions'","Count",14
"2009","S01001969","With 'Occupied Exemptions'","Count",12
"2008","S01001969","With Single Adult Discounts","Count",140
"2007","S01001969","Which Are Occupied","Count",331
"2013","S01001969","With Single Adult Discounts","Count",131
"2007","S01001969","With Single Adult Discounts","Count",144
"2011","S01001969","Which Are Occupied","Count",332
"2014","S01001969","With Single Adult Discounts","Count",128
"2009","S01001969","Which Are Occupied","Count",335
"2011","S01001969","With Single Adult Discounts","Count",136
"2009","S01001969","With Single Adult Discounts","Count",140
"2008","S01001969","With 'Occupied Exemptions'","Count",14
"2012","S01001969","With Single Adult Discounts","Count",137
"2009","S01001969","Which Are Vacant","Count",4
"2007","S01001969","Which Are Second Homes","Count",5
"2010","S01001969","Which Are Occupied","Count",332
"2008","S01001969","Which Are Second Homes","Count",3
"2012","S01001969","Which Are Vacant","Count",5
"2014","S01001969","Which Are Occupied","Count",336
"2012","S01001969","Which Are Occupied","Count",331
"2009","S01001969","Which Are Second Homes","Count",2
"2007","S01001969","Which Are Vacant","Count",6
"2008","S01001969","Which Are Vacant","Count",5
"2013","S01001969","Which Are Vacant","Count",5
"2010","S01001969","Which Are Vacant","Count",8
"2010","S01001969","Which Are Second Homes","Count",1
"2014","S01001969","Which Are Vacant","Count",4
"2011","S01001969","Which Are Vacant","Count",6
"2008","S01001969","Which Are Occupied","Count",333
"2012","S01001969","Total Dwellings","Count",341
"2011","S01001969","Total Dwellings","Count",341
"2007","S01001969","Total Dwellings","Count",342
"2008","S01001969","Total Dwellings","Count",342
"2013","S01001969","Total Dwellings","Count",342
"2014","S01001969","Total Dwellings","Count",340
"2010","S01001969","Total Dwellings","Count",341
"2009","S01001969","Total Dwellings","Count",341
"2010","S01001969","With 'Occupied Exemptions'","Count",16
"2011","S01001969","Which Are Second Homes","Count",3
"2012","S01001969","With 'Occupied Exemptions'","Count",21
"2012","S01001969","Which Are Second Homes","Count",5
"2013","S01001969","Which Are Occupied","Count",336
"2013","S01001969","Which Are Second Homes","Count",1
"2014","S01001969","With 'Occupied Exemptions'","Count",21
"2014","S01001969","Which Are Second Homes","Count",0
"2009","S01001969","Which Are Occupied","Ratio",98
"2010","S01001969","Which Are Occupied","Ratio",97
"2013","S01001969","Which Are Occupied","Ratio",98
"2008","S01001969","Which Are Occupied","Ratio",97
"2014","S01001969","Which Are Occupied","Ratio",99
"2012","S01001969","Which Are Occupied","Ratio",97
"2007","S01001969","Which Are Occupied","Ratio",97
"2011","S01001969","Which Are Occupied","Ratio",97
"2011","S01001969","With 'Occupied Exemptions'","Ratio",5
"2008","S01001969","With 'Occupied Exemptions'","Ratio",4
"2010","S01001969","With 'Occupied Exemptions'","Ratio",5
"2012","S01001969","With 'Occupied Exemptions'","Ratio",6
"2007","S01001969","With 'Occupied Exemptions'","Ratio",4
"2009","S01001969","With 'Occupied Exemptions'","Ratio",4
"2014","S01001969","With 'Occupied Exemptions'","Ratio",6
"2013","S01001969","With 'Occupied Exemptions'","Ratio",7
"2007","S01001969","Which Are Second Homes","Ratio",2
"2008","S01001969","Which Are Second Homes","Ratio",1
"2009","S01001969","Which Are Second Homes","Ratio",1
"2010","S01001969","Which Are Second Homes","Ratio",0
"2011","S01001969","Which Are Second Homes","Ratio",1
"2012","S01001969","Which Are Second Homes","Ratio",2
"2013","S01001969","Which Are Second Homes","Ratio",0
"2014","S01001969","Which Are Second Homes","Ratio",0
"2014","S01001969","With Single Adult Discounts","Ratio",38
"2012","S01001969","With Single Adult Discounts","Ratio",40
"2013","S01001969","With Single Adult Discounts","Ratio",38
"2010","S01001969","With Single Adult Discounts","Ratio",39
"2009","S01001969","With Single Adult Discounts","Ratio",41
"2007","S01001969","With Single Adult Discounts","Ratio",42
"2011","S01001969","With Single Adult Discounts","Ratio",40
"2008","S01001969","With Single Adult Discounts","Ratio",41
"2007","S01001969","Which Are Vacant","Ratio",2
"2009","S01001969","Which Are Vacant","Ratio",1
"2008","S01001969","Which Are Vacant","Ratio",2
"2014","S01001969","Which Are Vacant","Ratio",1
"2012","S01001969","Which Are Vacant","Ratio",1
"2013","S01001969","Which Are Vacant","Ratio",1
"2010","S01001969","Which Are Vacant","Ratio",2
"2011","S01001969","Which Are Vacant","Ratio",2
"2012","S01001970","With Single Adult Discounts","Count",95
"2011","S01001970","With Single Adult Discounts","Count",100
"2009","S01001970","With Single Adult Discounts","Count",99
"2013","S01001970","Which Are Occupied","Count",289
"2008","S01001970","Which Are Occupied","Count",282
"2008","S01001970","With Single Adult Discounts","Count",95
"2013","S01001970","With Single Adult Discounts","Count",96
"2007","S01001970","With Single Adult Discounts","Count",95
"2013","S01001970","With 'Occupied Exemptions'","Count",9
"2011","S01001970","With 'Occupied Exemptions'","Count",4
"2011","S01001970","Which Are Occupied","Count",286
"2014","S01001970","With Single Adult Discounts","Count",94
"2009","S01001970","With 'Occupied Exemptions'","Count",4
"2008","S01001970","With 'Occupied Exemptions'","Count",2
"2010","S01001970","With Single Adult Discounts","Count",99
"2009","S01001970","Which Are Occupied","Count",284
"2007","S01001970","Which Are Second Homes","Count",3
"2009","S01001970","Which Are Vacant","Count",7
"2010","S01001970","Which Are Occupied","Count",282
"2012","S01001970","Which Are Occupied","Count",287
"2012","S01001970","Which Are Vacant","Count",6
"2008","S01001970","Which Are Second Homes","Count",4
"2007","S01001970","Which Are Occupied","Count",289
"2009","S01001970","Which Are Second Homes","Count",4
"2008","S01001970","Which Are Vacant","Count",9
"2013","S01001970","Which Are Vacant","Count",5
"2007","S01001970","Which Are Vacant","Count",10
"2014","S01001970","Which Are Occupied","Count",284
"2010","S01001970","Which Are Vacant","Count",8
"2014","S01001970","Which Are Vacant","Count",8
"2010","S01001970","Which Are Second Homes","Count",4
"2011","S01001970","Which Are Vacant","Count",4
"2012","S01001970","Total Dwellings","Count",297
"2011","S01001970","Total Dwellings","Count",295
"2009","S01001970","Total Dwellings","Count",295
"2013","S01001970","Total Dwellings","Count",297
"2008","S01001970","Total Dwellings","Count",295
"2014","S01001970","Total Dwellings","Count",296
"2007","S01001970","Total Dwellings","Count",302
"2010","S01001970","Total Dwellings","Count",295
"2011","S01001970","Which Are Second Homes","Count",5
"2014","S01001970","With 'Occupied Exemptions'","Count",9
"2010","S01001970","With 'Occupied Exemptions'","Count",6
"2012","S01001970","Which Are Second Homes","Count",4
"2012","S01001970","With 'Occupied Exemptions'","Count",5
"2013","S01001970","Which Are Second Homes","Count",3
"2014","S01001970","Which Are Second Homes","Count",4
"2007","S01001970","With 'Occupied Exemptions'","Count",5
"2009","S01001970","Which Are Occupied","Ratio",96
"2010","S01001970","Which Are Occupied","Ratio",96
"2013","S01001970","Which Are Occupied","Ratio",97
"2008","S01001970","Which Are Occupied","Ratio",96
"2014","S01001970","Which Are Occupied","Ratio",96
"2012","S01001970","Which Are Occupied","Ratio",97
"2007","S01001970","Which Are Occupied","Ratio",96
"2011","S01001970","Which Are Occupied","Ratio",97
"2011","S01001970","With 'Occupied Exemptions'","Ratio",1
"2008","S01001970","With 'Occupied Exemptions'","Ratio",1
"2010","S01001970","With 'Occupied Exemptions'","Ratio",2
"2007","S01001970","With 'Occupied Exemptions'","Ratio",2
"2014","S01001970","With 'Occupied Exemptions'","Ratio",3
"2012","S01001970","With 'Occupied Exemptions'","Ratio",2
"2009","S01001970","With 'Occupied Exemptions'","Ratio",1
"2013","S01001970","With 'Occupied Exemptions'","Ratio",3
"2007","S01001970","Which Are Second Homes","Ratio",1
"2008","S01001970","Which Are Second Homes","Ratio",1
"2009","S01001970","Which Are Second Homes","Ratio",1
"2010","S01001970","Which Are Second Homes","Ratio",1
"2011","S01001970","Which Are Second Homes","Ratio",2
"2012","S01001970","Which Are Second Homes","Ratio",1
"2013","S01001970","Which Are Second Homes","Ratio",1
"2014","S01001970","Which Are Second Homes","Ratio",1
"2013","S01001970","With Single Adult Discounts","Ratio",32
"2012","S01001970","With Single Adult Discounts","Ratio",32
"2007","S01001970","With Single Adult Discounts","Ratio",32
"2014","S01001970","With Single Adult Discounts","Ratio",32
"2009","S01001970","With Single Adult Discounts","Ratio",34
"2010","S01001970","With Single Adult Discounts","Ratio",34
"2011","S01001970","With Single Adult Discounts","Ratio",34
"2008","S01001970","With Single Adult Discounts","Ratio",32
"2011","S01001970","Which Are Vacant","Ratio",1
"2009","S01001970","Which Are Vacant","Ratio",3
"2008","S01001970","Which Are Vacant","Ratio",3
"2012","S01001970","Which Are Vacant","Ratio",2
"2013","S01001970","Which Are Vacant","Ratio",2
"2014","S01001970","Which Are Vacant","Ratio",3
"2007","S01001970","Which Are Vacant","Ratio",3
"2010","S01001970","Which Are Vacant","Ratio",3
"2012","S01001971","With Single Adult Discounts","Count",242
"2011","S01001971","With Single Adult Discounts","Count",252
"2009","S01001971","With Single Adult Discounts","Count",252
"2013","S01001971","Which Are Occupied","Count",443
"2008","S01001971","Which Are Occupied","Count",448
"2008","S01001971","With Single Adult Discounts","Count",253
"2013","S01001971","With Single Adult Discounts","Count",251
"2007","S01001971","With Single Adult Discounts","Count",276
"2013","S01001971","With 'Occupied Exemptions'","Count",23
"2011","S01001971","With 'Occupied Exemptions'","Count",25
"2011","S01001971","Which Are Occupied","Count",444
"2014","S01001971","With Single Adult Discounts","Count",252
"2009","S01001971","With 'Occupied Exemptions'","Count",23
"2008","S01001971","With 'Occupied Exemptions'","Count",25
"2010","S01001971","With Single Adult Discounts","Count",255
"2009","S01001971","Which Are Occupied","Count",442
"2007","S01001971","Which Are Second Homes","Count",0
"2009","S01001971","Which Are Vacant","Count",9
"2010","S01001971","Which Are Occupied","Count",440
"2012","S01001971","Which Are Occupied","Count",438
"2012","S01001971","Which Are Vacant","Count",9
"2008","S01001971","Which Are Second Homes","Count",2
"2007","S01001971","Which Are Occupied","Count",448
"2009","S01001971","Which Are Second Homes","Count",3
"2008","S01001971","Which Are Vacant","Count",4
"2013","S01001971","Which Are Vacant","Count",11
"2007","S01001971","Which Are Vacant","Count",7
"2014","S01001971","Which Are Occupied","Count",445
"2010","S01001971","Which Are Vacant","Count",9
"2014","S01001971","Which Are Vacant","Count",7
"2010","S01001971","Which Are Second Homes","Count",5
"2011","S01001971","Which Are Vacant","Count",6
"2012","S01001971","Total Dwellings","Count",453
"2011","S01001971","Total Dwellings","Count",453
"2009","S01001971","Total Dwellings","Count",455
"2013","S01001971","Total Dwellings","Count",455
"2008","S01001971","Total Dwellings","Count",455
"2014","S01001971","Total Dwellings","Count",453
"2007","S01001971","Total Dwellings","Count",455
"2010","S01001971","Total Dwellings","Count",454
"2011","S01001971","Which Are Second Homes","Count",3
"2014","S01001971","With 'Occupied Exemptions'","Count",23
"2010","S01001971","With 'Occupied Exemptions'","Count",25
"2012","S01001971","Which Are Second Homes","Count",6
"2012","S01001971","With 'Occupied Exemptions'","Count",23
"2013","S01001971","Which Are Second Homes","Count",1
"2014","S01001971","Which Are Second Homes","Count",1
"2007","S01001971","With 'Occupied Exemptions'","Count",22
"2009","S01001971","Which Are Occupied","Ratio",97
"2010","S01001971","Which Are Occupied","Ratio",97
"2013","S01001971","Which Are Occupied","Ratio",97
"2008","S01001971","Which Are Occupied","Ratio",99
"2014","S01001971","Which Are Occupied","Ratio",98
"2012","S01001971","Which Are Occupied","Ratio",97
"2007","S01001971","Which Are Occupied","Ratio",98
"2011","S01001971","Which Are Occupied","Ratio",98
"2011","S01001971","With 'Occupied Exemptions'","Ratio",6
"2008","S01001971","With 'Occupied Exemptions'","Ratio",6
"2010","S01001971","With 'Occupied Exemptions'","Ratio",5
"2007","S01001971","With 'Occupied Exemptions'","Ratio",5
"2014","S01001971","With 'Occupied Exemptions'","Ratio",5
"2012","S01001971","With 'Occupied Exemptions'","Ratio",5
"2009","S01001971","With 'Occupied Exemptions'","Ratio",5
"2013","S01001971","With 'Occupied Exemptions'","Ratio",5
"2007","S01001971","Which Are Second Homes","Ratio",0
"2008","S01001971","Which Are Second Homes","Ratio",0
"2009","S01001971","Which Are Second Homes","Ratio",1
"2010","S01001971","Which Are Second Homes","Ratio",1
"2011","S01001971","Which Are Second Homes","Ratio",1
"2012","S01001971","Which Are Second Homes","Ratio",1
"2013","S01001971","Which Are Second Homes","Ratio",0
"2014","S01001971","Which Are Second Homes","Ratio",0
"2013","S01001971","With Single Adult Discounts","Ratio",55
"2012","S01001971","With Single Adult Discounts","Ratio",53
"2007","S01001971","With Single Adult Discounts","Ratio",61
"2014","S01001971","With Single Adult Discounts","Ratio",56
"2009","S01001971","With Single Adult Discounts","Ratio",55
"2010","S01001971","With Single Adult Discounts","Ratio",56
"2011","S01001971","With Single Adult Discounts","Ratio",56
"2008","S01001971","With Single Adult Discounts","Ratio",56
"2011","S01001971","Which Are Vacant","Ratio",1
"2009","S01001971","Which Are Vacant","Ratio",2
"2008","S01001971","Which Are Vacant","Ratio",1
"2012","S01001971","Which Are Vacant","Ratio",2
"2013","S01001971","Which Are Vacant","Ratio",2
"2014","S01001971","Which Are Vacant","Ratio",2
"2007","S01001971","Which Are Vacant","Ratio",2
"2010","S01001971","Which Are Vacant","Ratio",2
"2012","S01001972","With Single Adult Discounts","Count",122
"2011","S01001972","With Single Adult Discounts","Count",126
"2009","S01001972","With Single Adult Discounts","Count",133
"2013","S01001972","Which Are Occupied","Count",330
"2008","S01001972","Which Are Occupied","Count",333
"2008","S01001972","With Single Adult Discounts","Count",146
"2013","S01001972","With Single Adult Discounts","Count",131
"2007","S01001972","With Single Adult Discounts","Count",144
"2013","S01001972","With 'Occupied Exemptions'","Count",13
"2011","S01001972","With 'Occupied Exemptions'","Count",18
"2011","S01001972","Which Are Occupied","Count",331
"2014","S01001972","With Single Adult Discounts","Count",127
"2009","S01001972","With 'Occupied Exemptions'","Count",14
"2008","S01001972","With 'Occupied Exemptions'","Count",8
"2010","S01001972","With Single Adult Discounts","Count",124
"2009","S01001972","Which Are Occupied","Count",329
"2007","S01001972","Which Are Second Homes","Count",2
"2009","S01001972","Which Are Vacant","Count",6
"2010","S01001972","Which Are Occupied","Count",330
"2012","S01001972","Which Are Occupied","Count",324
"2012","S01001972","Which Are Vacant","Count",8
"2008","S01001972","Which Are Second Homes","Count",1
"2007","S01001972","Which Are Occupied","Count",333
"2009","S01001972","Which Are Second Homes","Count",5
"2008","S01001972","Which Are Vacant","Count",6
"2013","S01001972","Which Are Vacant","Count",6
"2007","S01001972","Which Are Vacant","Count",6
"2014","S01001972","Which Are Occupied","Count",333
"2010","S01001972","Which Are Vacant","Count",5
"2014","S01001972","Which Are Vacant","Count",6
"2010","S01001972","Which Are Second Homes","Count",5
"2011","S01001972","Which Are Vacant","Count",5
"2012","S01001972","Total Dwellings","Count",340
"2011","S01001972","Total Dwellings","Count",340
"2009","S01001972","Total Dwellings","Count",340
"2013","S01001972","Total Dwellings","Count",341
"2008","S01001972","Total Dwellings","Count",341
"2014","S01001972","Total Dwellings","Count",341
"2007","S01001972","Total Dwellings","Count",341
"2010","S01001972","Total Dwellings","Count",340
"2011","S01001972","Which Are Second Homes","Count",4
"2014","S01001972","With 'Occupied Exemptions'","Count",13
"2010","S01001972","With 'Occupied Exemptions'","Count",15
"2012","S01001972","Which Are Second Homes","Count",8
"2012","S01001972","With 'Occupied Exemptions'","Count",16
"2013","S01001972","Which Are Second Homes","Count",5
"2014","S01001972","Which Are Second Homes","Count",2
"2007","S01001972","With 'Occupied Exemptions'","Count",13
"2009","S01001972","Which Are Occupied","Ratio",97
"2010","S01001972","Which Are Occupied","Ratio",97
"2013","S01001972","Which Are Occupied","Ratio",97
"2008","S01001972","Which Are Occupied","Ratio",98
"2014","S01001972","Which Are Occupied","Ratio",98
"2012","S01001972","Which Are Occupied","Ratio",95
"2007","S01001972","Which Are Occupied","Ratio",98
"2011","S01001972","Which Are Occupied","Ratio",97
"2011","S01001972","With 'Occupied Exemptions'","Ratio",5
"2008","S01001972","With 'Occupied Exemptions'","Ratio",2
"2010","S01001972","With 'Occupied Exemptions'","Ratio",5
"2007","S01001972","With 'Occupied Exemptions'","Ratio",4
"2014","S01001972","With 'Occupied Exemptions'","Ratio",4
"2012","S01001972","With 'Occupied Exemptions'","Ratio",5
"2009","S01001972","With 'Occupied Exemptions'","Ratio",4
"2013","S01001972","With 'Occupied Exemptions'","Ratio",4
"2007","S01001972","Which Are Second Homes","Ratio",1
"2008","S01001972","Which Are Second Homes","Ratio",0
"2009","S01001972","Which Are Second Homes","Ratio",2
"2010","S01001972","Which Are Second Homes","Ratio",2
"2011","S01001972","Which Are Second Homes","Ratio",1
"2012","S01001972","Which Are Second Homes","Ratio",2
"2013","S01001972","Which Are Second Homes","Ratio",2
"2014","S01001972","Which Are Second Homes","Ratio",1
"2013","S01001972","With Single Adult Discounts","Ratio",38
"2012","S01001972","With Single Adult Discounts","Ratio",36
"2007","S01001972","With Single Adult Discounts","Ratio",42
"2014","S01001972","With Single Adult Discounts","Ratio",37
"2009","S01001972","With Single Adult Discounts","Ratio",39
"2010","S01001972","With Single Adult Discounts","Ratio",37
"2011","S01001972","With Single Adult Discounts","Ratio",37
"2008","S01001972","With Single Adult Discounts","Ratio",43
"2011","S01001972","Which Are Vacant","Ratio",1
"2009","S01001972","Which Are Vacant","Ratio",2
"2008","S01001972","Which Are Vacant","Ratio",2
"2012","S01001972","Which Are Vacant","Ratio",2
"2013","S01001972","Which Are Vacant","Ratio",2
"2014","S01001972","Which Are Vacant","Ratio",2
"2007","S01001972","Which Are Vacant","Ratio",2
"2010","S01001972","Which Are Vacant","Ratio",1
"2012","S01001973","With Single Adult Discounts","Count",141
"2011","S01001973","With Single Adult Discounts","Count",147
"2009","S01001973","With Single Adult Discounts","Count",147
"2013","S01001973","Which Are Occupied","Count",383
"2008","S01001973","Which Are Occupied","Count",382
"2008","S01001973","With Single Adult Discounts","Count",146
"2013","S01001973","With Single Adult Discounts","Count",144
"2007","S01001973","With Single Adult Discounts","Count",157
"2013","S01001973","With 'Occupied Exemptions'","Count",10
"2011","S01001973","With 'Occupied Exemptions'","Count",6
"2011","S01001973","Which Are Occupied","Count",378
"2014","S01001973","With Single Adult Discounts","Count",125
"2009","S01001973","With 'Occupied Exemptions'","Count",3
"2008","S01001973","With 'Occupied Exemptions'","Count",5
"2010","S01001973","With Single Adult Discounts","Count",138
"2009","S01001973","Which Are Occupied","Count",383
"2007","S01001973","Which Are Second Homes","Count",3
"2009","S01001973","Which Are Vacant","Count",6
"2010","S01001973","Which Are Occupied","Count",380
"2012","S01001973","Which Are Occupied","Count",373
"2012","S01001973","Which Are Vacant","Count",7
"2008","S01001973","Which Are Second Homes","Count",6
"2007","S01001973","Which Are Occupied","Count",389
"2009","S01001973","Which Are Second Homes","Count",2
"2008","S01001973","Which Are Vacant","Count",4
"2013","S01001973","Which Are Vacant","Count",2
"2007","S01001973","Which Are Vacant","Count",2
"2014","S01001973","Which Are Occupied","Count",372
"2010","S01001973","Which Are Vacant","Count",4
"2014","S01001973","Which Are Vacant","Count",9
"2010","S01001973","Which Are Second Homes","Count",5
"2011","S01001973","Which Are Vacant","Count",5
"2012","S01001973","Total Dwellings","Count",387
"2011","S01001973","Total Dwellings","Count",387
"2009","S01001973","Total Dwellings","Count",391
"2013","S01001973","Total Dwellings","Count",387
"2008","S01001973","Total Dwellings","Count",393
"2014","S01001973","Total Dwellings","Count",381
"2007","S01001973","Total Dwellings","Count",394
"2010","S01001973","Total Dwellings","Count",389
"2011","S01001973","Which Are Second Homes","Count",4
"2014","S01001973","With 'Occupied Exemptions'","Count",11
"2010","S01001973","With 'Occupied Exemptions'","Count",8
"2012","S01001973","Which Are Second Homes","Count",7
"2012","S01001973","With 'Occupied Exemptions'","Count",8
"2013","S01001973","Which Are Second Homes","Count",2
"2014","S01001973","Which Are Second Homes","Count",0
"2007","S01001973","With 'Occupied Exemptions'","Count",6
"2009","S01001973","Which Are Occupied","Ratio",98
"2010","S01001973","Which Are Occupied","Ratio",98
"2013","S01001973","Which Are Occupied","Ratio",99
"2008","S01001973","Which Are Occupied","Ratio",97
"2014","S01001973","Which Are Occupied","Ratio",98
"2012","S01001973","Which Are Occupied","Ratio",96
"2007","S01001973","Which Are Occupied","Ratio",99
"2011","S01001973","Which Are Occupied","Ratio",98
"2011","S01001973","With 'Occupied Exemptions'","Ratio",2
"2008","S01001973","With 'Occupied Exemptions'","Ratio",1
"2010","S01001973","With 'Occupied Exemptions'","Ratio",2
"2007","S01001973","With 'Occupied Exemptions'","Ratio",2
"2014","S01001973","With 'Occupied Exemptions'","Ratio",3
"2012","S01001973","With 'Occupied Exemptions'","Ratio",2
"2009","S01001973","With 'Occupied Exemptions'","Ratio",1
"2013","S01001973","With 'Occupied Exemptions'","Ratio",3
"2007","S01001973","Which Are Second Homes","Ratio",1
"2008","S01001973","Which Are Second Homes","Ratio",2
"2009","S01001973","Which Are Second Homes","Ratio",1
"2010","S01001973","Which Are Second Homes","Ratio",1
"2011","S01001973","Which Are Second Homes","Ratio",1
"2012","S01001973","Which Are Second Homes","Ratio",2
"2013","S01001973","Which Are Second Homes","Ratio",1
"2014","S01001973","Which Are Second Homes","Ratio",0
"2013","S01001973","With Single Adult Discounts","Ratio",37
"2012","S01001973","With Single Adult Discounts","Ratio",37
"2007","S01001973","With Single Adult Discounts","Ratio",40
"2014","S01001973","With Single Adult Discounts","Ratio",33
"2009","S01001973","With Single Adult Discounts","Ratio",38
"2010","S01001973","With Single Adult Discounts","Ratio",35
"2011","S01001973","With Single Adult Discounts","Ratio",38
"2008","S01001973","With Single Adult Discounts","Ratio",37
"2011","S01001973","Which Are Vacant","Ratio",1
"2009","S01001973","Which Are Vacant","Ratio",2
"2008","S01001973","Which Are Vacant","Ratio",1
"2012","S01001973","Which Are Vacant","Ratio",2
"2013","S01001973","Which Are Vacant","Ratio",1
"2014","S01001973","Which Are Vacant","Ratio",2
"2007","S01001973","Which Are Vacant","Ratio",1
"2010","S01001973","Which Are Vacant","Ratio",1
"2012","S01001974","With Single Adult Discounts","Count",112
"2011","S01001974","With Single Adult Discounts","Count",119
"2009","S01001974","With Single Adult Discounts","Count",111
"2013","S01001974","Which Are Occupied","Count",342
"2008","S01001974","Which Are Occupied","Count",333
"2008","S01001974","With Single Adult Discounts","Count",106
"2013","S01001974","With Single Adult Discounts","Count",120
"2007","S01001974","With Single Adult Discounts","Count",119
"2013","S01001974","With 'Occupied Exemptions'","Count",29
"2011","S01001974","With 'Occupied Exemptions'","Count",37
"2011","S01001974","Which Are Occupied","Count",340
"2014","S01001974","With Single Adult Discounts","Count",111
"2009","S01001974","With 'Occupied Exemptions'","Count",47
"2008","S01001974","With 'Occupied Exemptions'","Count",41
"2010","S01001974","With Single Adult Discounts","Count",107
"2009","S01001974","Which Are Occupied","Count",344
"2007","S01001974","Which Are Second Homes","Count",11
"2009","S01001974","Which Are Vacant","Count",7
"2010","S01001974","Which Are Occupied","Count",340
"2012","S01001974","Which Are Occupied","Count",330
"2012","S01001974","Which Are Vacant","Count",8
"2008","S01001974","Which Are Second Homes","Count",14
"2007","S01001974","Which Are Occupied","Count",335
"2009","S01001974","Which Are Second Homes","Count",4
"2008","S01001974","Which Are Vacant","Count",8
"2013","S01001974","Which Are Vacant","Count",9
"2007","S01001974","Which Are Vacant","Count",8
"2014","S01001974","Which Are Occupied","Count",338
"2010","S01001974","Which Are Vacant","Count",6
"2014","S01001974","Which Are Vacant","Count",12
"2010","S01001974","Which Are Second Homes","Count",11
"2011","S01001974","Which Are Vacant","Count",3
"2012","S01001974","Total Dwellings","Count",357
"2011","S01001974","Total Dwellings","Count",358
"2009","S01001974","Total Dwellings","Count",355
"2013","S01001974","Total Dwellings","Count",360
"2008","S01001974","Total Dwellings","Count",355
"2014","S01001974","Total Dwellings","Count",354
"2007","S01001974","Total Dwellings","Count",355
"2010","S01001974","Total Dwellings","Count",357
"2011","S01001974","Which Are Second Homes","Count",14
"2014","S01001974","With 'Occupied Exemptions'","Count",30
"2010","S01001974","With 'Occupied Exemptions'","Count",45
"2012","S01001974","Which Are Second Homes","Count",20
"2012","S01001974","With 'Occupied Exemptions'","Count",36
"2013","S01001974","Which Are Second Homes","Count",9
"2014","S01001974","Which Are Second Homes","Count",4
"2007","S01001974","With 'Occupied Exemptions'","Count",46
"2009","S01001974","Which Are Occupied","Ratio",97
"2010","S01001974","Which Are Occupied","Ratio",95
"2013","S01001974","Which Are Occupied","Ratio",95
"2008","S01001974","Which Are Occupied","Ratio",94
"2014","S01001974","Which Are Occupied","Ratio",95
"2012","S01001974","Which Are Occupied","Ratio",92
"2007","S01001974","Which Are Occupied","Ratio",94
"2011","S01001974","Which Are Occupied","Ratio",95
"2011","S01001974","With 'Occupied Exemptions'","Ratio",10
"2008","S01001974","With 'Occupied Exemptions'","Ratio",12
"2010","S01001974","With 'Occupied Exemptions'","Ratio",13
"2007","S01001974","With 'Occupied Exemptions'","Ratio",13
"2014","S01001974","With 'Occupied Exemptions'","Ratio",9
"2012","S01001974","With 'Occupied Exemptions'","Ratio",10
"2009","S01001974","With 'Occupied Exemptions'","Ratio",13
"2013","S01001974","With 'Occupied Exemptions'","Ratio",8
"2007","S01001974","Which Are Second Homes","Ratio",3
"2008","S01001974","Which Are Second Homes","Ratio",4
"2009","S01001974","Which Are Second Homes","Ratio",1
"2010","S01001974","Which Are Second Homes","Ratio",3
"2011","S01001974","Which Are Second Homes","Ratio",4
"2012","S01001974","Which Are Second Homes","Ratio",5
"2013","S01001974","Which Are Second Homes","Ratio",3
"2014","S01001974","Which Are Second Homes","Ratio",1
"2013","S01001974","With Single Adult Discounts","Ratio",33
"2012","S01001974","With Single Adult Discounts","Ratio",31
"2007","S01001974","With Single Adult Discounts","Ratio",33
"2014","S01001974","With Single Adult Discounts","Ratio",31
"2009","S01001974","With Single Adult Discounts","Ratio",31
"2010","S01001974","With Single Adult Discounts","Ratio",30
"2011","S01001974","With Single Adult Discounts","Ratio",33
"2008","S01001974","With Single Adult Discounts","Ratio",30
"2011","S01001974","Which Are Vacant","Ratio",1
"2009","S01001974","Which Are Vacant","Ratio",2
"2008","S01001974","Which Are Vacant","Ratio",2
"2012","S01001974","Which Are Vacant","Ratio",2
"2013","S01001974","Which Are Vacant","Ratio",2
"2014","S01001974","Which Are Vacant","Ratio",3
"2007","S01001974","Which Are Vacant","Ratio",2
"2010","S01001974","Which Are Vacant","Ratio",2
"2012","S01001975","With Single Adult Discounts","Count",189
"2011","S01001975","With Single Adult Discounts","Count",189
"2009","S01001975","With Single Adult Discounts","Count",186
"2013","S01001975","Which Are Occupied","Count",407
"2008","S01001975","Which Are Occupied","Count",410
"2008","S01001975","With Single Adult Discounts","Count",199
"2013","S01001975","With Single Adult Discounts","Count",177
"2007","S01001975","With Single Adult Discounts","Count",191
"2013","S01001975","With 'Occupied Exemptions'","Count",40
"2011","S01001975","With 'Occupied Exemptions'","Count",48
"2011","S01001975","Which Are Occupied","Count",409
"2014","S01001975","With Single Adult Discounts","Count",165
"2009","S01001975","With 'Occupied Exemptions'","Count",55
